ID,university names,country code
4173,Universidad Autónoma de Querétaro,MEX
4174,Universidad Autónoma de San Luis Potosí,MEX
4175,Universidad Autónoma de Sinaloa,MEX
4176,Universidad Autónoma de Tamaulipas,MEX
4177,Universidad Autónoma de Tlaxcala,MEX
4178,Universidad Autónoma de Veracruz Villa Rica,MEX
4179,Universidad Autónoma de Yucatán,MEX
4180,Universidad Autónoma de Zacatecas,MEX
4181,Universidad Autonoma España de Durango,MEX
4182,Universidad Autónoma Metropolitana,MEX
4183,Universidad Autónoma Metropolitana - Azcapotzalco,MEX
4184,Universidad Autónoma Metropolitana - Iztapalapa,MEX
4185,Universidad Autónoma Metropolitana - Xochimilco,MEX
4187,Universidad Chapultepéc,MEX
4188,Universidad Cientifica Latinoamericana de Hidalgo,MEX
4189,Universidad Cristóbal Colón,MEX
4190,Universidad Cuauhtémoc,MEX
4191,Universidad de Celaya,MEX
4192,Universidad de Ciencias y Artes de Chiapas,MEX
4193,Universidad de Colima,MEX
4194,Universidad de Comunicación Avanzada,MEX
4195,Universidad de Cuautitlan Izcalli,MEX
4196,Universidad de Guadalajara,MEX
4197,Universidad de Guanajuato,MEX
4198,Universidad de Guanajuato - Campus Le├│n,MEX
4199,Universidad de Hermosillo,MEX
4200,Universidad de La Salle - Baj├¡o,MEX
4202,Universidad de las Américas - Puebla,MEX
4203,Universidad de la Sierra A.C.,MEX
4204,Universidad del Bajío,MEX
4205,Universidad del Centro de México,MEX
4208,Universidad del Mayab,MEX
4209,Universidad del Noreste,MEX
4210,Universidad del Noroeste,MEX
4212,Universidad del Tepeyac,MEX
4213,Universidad del Valle de Atemajac,MEX
4214,Universidad del Valle del Bravo,MEX
4215,Universidad del Valle de México,MEX
4216,Universidad del Valle de Puebla,MEX
4217,Universidad del Valle de Toluca,MEX
4218,Universidad de Montemorelos,MEX
4219,Universidad de Monterrey,MEX
4220,Universidad de Norteamerica,MEX
4221,Universidad de Occidente,MEX
4222,Universidad de Quintana Roo,MEX
4223,Universidad de San Miguel,MEX
4224,Universidad de Sonora,MEX
4225,Universidad Don Vasco,MEX
4226,Universidad España de Durango,MEX
4227,Universidad Franciscana de México,MEX
4228,Universidad Franco-Mexicana,MEX
4229,Universidad Fray Luca Paccioli,MEX
4232,Universidad Iberoamericana - Campus Le├│n,MEX
4233,Universidad Insurgentes Plantel León,MEX
4234,Universidad Intercontinental,MEX
4235,Universidad Itaca,MEX
4236,Universidad Jóse Vasconcelos,MEX
4237,Universidad Juárez Autónoma de Tabasco,MEX
4238,Universidad Juárez del Estado de Durango,MEX
4239,Universidad Justo Sierra,MEX
4240,Universidad Kino,MEX
4241,Universidad la Concordia,MEX
4242,Universidad La Salle,MEX
4243,Universidad La Salle Cuernavaca,MEX
4244,Universidad Lasallista Benavente,MEX
4245,Universidad Latina,MEX
4246,Universidad Latinoamericana,MEX
4247,Universidad Madero,MEX
4248,Universidad Mesoamericana de San Agustín,MEX
4249,Universidad Metropolitana de Monterrey,MEX
4250,Universidad Metropolitana Latin Campus,MEX
4251,Universidad Mexicana,MEX
4252,Universidad Mexicana del Noreste,MEX
4253,Universidad México Americana del Norte,MEX
4254,Universidad México Internacional,MEX
4255,Universidad Michoacana de San Nicolás de Hidalgo,MEX
4256,Universidad Motolinía del Pedegral,MEX
4257,Universidad Motolinía del Pedregal,MEX
4259,Universidad Nuevo Mundo,MEX
4260,Universidad Obrera de Mexico,MEX
4261,Universidad Olmeca,MEX
4263,Universidad Pedagógica Nacional,MEX
4264,"National Pedagogical University, Leon",MEX
4265,Universidad Pedagógica Veracruzana,MEX
4266,Universidad Popular Autonóma del Estado de Puebla,MEX
4267,Universidad Regiomontana,MEX
4268,Universidad Regional del Sureste,MEX
4269,Universidad Regional Miguel Hidalgo,MEX
4270,Universidad Salesiana,MEX
4271,Universidad Santa Fe,MEX
4272,Universidad Simón Bolivar,MEX
4273,Universidad Tecnologica de la Mixteca,MEX
4274,Universidad Tecnológica de México,MEX
4275,Universidad Tecnologica de Nezahualcoyotl,MEX
4276,Universidad Valle del Grijalva,MEX
4277,Universidad Veracruzana,MEX
4278,Universidad Xicotepetl,MEX
4279,Westhill University,MEX
4280,Advance Tertiary College,MYS
4281,Aimst University,MYS
4282,Al-Bukhari International University,MYS
4283,Allianze College of Medical Sciences (ACMS),MYS
4284,Al Madinah International University,MYS
4285,Asia E University,MYS
4286,Asia Pacific Institute of Information Technology (APIIT),MYS
4287,Baitulmal Management Institute (IPB),MYS
4288,Binary University College of Managemant & Entrepreneurship,MYS
4289,Brickfields Asia College,MYS
4290,British Malaysian Institute,MYS
4291,City University College of Science and Technology,MYS
4292,Curtin University of Technology - Sarawak Campus,MYS
4293,Cyberjaya University College of Medical Science,MYS
4294,Darul Hikmah Islamic College,MYS
4295,Darul Naim College of Technology,MYS
4296,Darul Quran Islamic College University,MYS
4297,Darul Takzim Institute of Technology,MYS
4298,Darul Ulum Islamic College,MYS
4299,FTMS Global Academy,MYS
4300,Help University College,MYS
4301,Iact College,MYS
4302,Institute of Teachers Education - Batu Lintang,MYS
4327,Institut Prima Bestari - Pine Academy,MYS
4328,International Islamic College,MYS
4329,International Islamic College of Penang,MYS
4330,International Islamic University,MYS
4331,International Medical University,MYS
4332,International University College of Nursing (IUCN),MYS
4333,International University College of Technology Twintech (IUCTT),MYS
4334,Islamic College for Sciences and Technologies,MYS
4335,Johore Bharu Primeir Polytechnic,MYS
4336,KBU International College,MYS
4337,KDU College Sdn Bhd,MYS
4338,Kolej Universiti Insaniah,MYS
4339,Kota Bharu Polytechnic,MYS
4340,Kota Kinabalu Polytechnic,MYS
4341,Kuala Lumpur Infrastructure University College,MYS
4342,Kuala Lumpur Metropolitan University,MYS
4343,Kuala Terengganu City Polytechnic,MYS
4344,Kuching Polytechnic,MYS
4345,Limkokwing University College of Creative Technology,MYS
4346,Linton University College,MYS
4347,Mahsa University College for Health and Medical Science,MYS
4348,Malaysia University of Science and Technology (MUST),MYS
4349,Management and Science University,MYS
4350,Mara Poly-Tech College,MYS
4351,Melaka City Polytechnic,MYS
4352,Melaka Islamic University College,MYS
4353,Merlimau Polytechnic,MYS
4354,Monash University - Malaysia Campus,MYS
4355,Muadzam Shah Polytechnic,MYS
4356,Multimedia University,MYS
4357,Murni Nursing College,MYS
4358,Newcastle University Medicine Malaysia,MYS
4359,Nilai University College,MYS
4360,Olympia College,MYS
4361,Open University Malaysia,MYS
4362,Penang International Dental College,MYS
4363,Perak Islamic College,MYS
4364,Perdana University,MYS
4365,Perlis Islamic Higher Learning Institute,MYS
4367,Port Dickson Polytechnic,MYS
4368,Primier International University Perak,MYS
4369,PTPL College,MYS
4371,Raffles University,MYS
4372,Saito College,MYS
4373,Seberang Perai Polytechnic,MYS
4374,Segi University College,MYS
4375,Selangor Islamic University College,MYS
4376,Shahputra College,MYS
4377,Sultan Abdul Halim Muadzam Shah Polytechnic,MYS
4378,Sultanah Bahiyah Polytechnic,MYS
4379,Sultan Ahmad Shah Islamic College,MYS
4380,Sultan Azlan Shah Polytechnic,MYS
4381,Sultan Haji Ahmad Shah Polytechnic,MYS
4382,Sultan Idris Shah Polytechnic,MYS
4383,Sultan Ismail Petra International Islamic College,MYS
4384,Sultan Mizan Zainal Abidin Polytechnic,MYS
4385,Sultan Salahuddin Abdul Aziz Shah Polytechnic,MYS
4386,Sunway University College,MYS
4387,Swinburne University of Technology - Sarawak Campus,MYS
4388,Taj International College,MYS
4389,Taylor's University College,MYS
4390,TPM College,MYS
4391,Tunku Abdul Rahman Chinese College,MYS
4392,Tunku Abdul Rahman University (Chinese University),MYS
4393,Tunku Syed Sirajuddin Polytechnic,MYS
4394,UCSI University,MYS
4395,Ungku Omar Premier Polytechnic,MYS
4396,Universiti Darul Iman,MYS
4397,Universiti Industri Selangor,MYS
4398,Universiti Kuala Lumpur,MYS
4399,Universiti Kuala Lumpur Malaysian Institute of Information Technology (MIIT),MYS
4400,Universiti Malaya,MYS
4401,Universiti Malaysia Kelantan,MYS
4402,Universiti Malaysia Perlis,MYS
4403,Universiti Malaysia Sabah,MYS
4404,Universiti Malaysia Sarawak,MYS
4405,Universiti Malaysia Terengganu,MYS
4406,Universiti Pendidikan Sultan Idris,MYS
4407,Universiti Sultan Zainal Abidin,MYS
4408,Universiti Teknikal Malaysia Melaka,MYS
4409,Universiti Tenaga Nasional,MYS
4410,Universiti Tun Abdul Razak,MYS
4411,Universiti Tun Hussein Onn Malaysia,MYS
4413,University College of Technology & Innovation (UCTI),MYS
4414,University Malaysia Pahang,MYS
4415,University of Management and Technology,MYS
4416,University of Nottingham - Malaysia Campus,MYS
4417,University Tun Abdul Razak,MYS
4418,Wawasan Open University,MYS
4419,West Minster International College,MYS
4420,YPC-iTWEB College,MYS
4421,Instituto Superior de Ciênicas e Tecnologia de Moçambique,MOZ
4422,Instituto Superior de Relações Internacionais (ISRI),MOZ
4423,Instituto Superior Politécnico e Universitário,MOZ
4424,Universidade Católica de Moçambique,MOZ
4425,Universidade Eduardo Mondlane,MOZ
4426,Ilsa Independent College,NAM
4427,Institute of Information Technology,NAM
4428,International University of Management,NAM
4429,Polytechnic of Namibia,NAM
4430,University of Namibia,NAM
4431,Université Abdou Moumouni de Niamey,NER
4432,Abia State Polytechnic,NGA
4433,Abia State University,NGA
4434,ABTI American University of Nigeria,NGA
4435,Abubakar Tafawa Balewa University,NGA
4436,Adamawa State University,NGA
4437,Adekunle Ajasin University,NGA
4438,Adeleke University,NGA
4439,Adeyemi College of Education,NGA
4440,Afe Babalola University,NGA
4441,African University of Science and Technology,NGA
4442,Ahmadu Bello University,NGA
4443,Ajayi Crowther University,NGA
4444,Akanu Ibiam Federal Polytechnic - Unwana,NGA
4445,Akwa Ibom State University of Technology,NGA
4446,Al-hikmah University,NGA
4447,Ambrose Alli University,NGA
4448,Anambra State University of Science and Technology,NGA
4449,Auchi Polytechnic,NGA
4450,Babcock University,NGA
4451,Bauchi State University,NGA
4452,Bayero University Kano,NGA
4453,Baze University Abuja,NGA
4454,Bells University of Technology,NGA
4455,Benson Idahosa University,NGA
4456,Benue State University,NGA
4457,Bingham University,NGA
4458,Bowen University,NGA
4459,Caleb University,NGA
4460,Caritas University,NGA
4461,College of Education Ikere,NGA
4462,College of Education Oju,NGA
4463,Covenant University,NGA
4464,Crawford University,NGA
4465,Crescent University,NGA
4466,Cross River University of Science and Technology,NGA
4467,Ebonyi State University,NGA
4468,Ekiti State University,NGA
4469,Enugu State University of Science and Technology,NGA
4470,Federal College Of Education (Technical) - Akoka,NGA
4471,Federal Polytechnic Bauchi - Nigeria,NGA
4472,Federal University of Petroleum Resources,NGA
4473,Federal University of Technology - Akure,NGA
4477,Fountain University,NGA
4478,Godfrey Okoye University,NGA
4480,Gombe State University,NGA
4481,Ibrahim Babangida University,NGA
4482,Igbinedion University,NGA
4483,Imo State University,NGA
4484,Joseph Ayo Babalola University,NGA
4485,Kaduna State University,NGA
4486,Kano State University of Technology Wudil,NGA
4487,Katsina University,NGA
4488,Kebbi State University of Science and Technology,NGA
4489,Kogi State University,NGA
4490,Kwararafa University,NGA
4491,Kwara State Polytecnic,NGA
4492,Kwara State University,NGA
4493,Ladoke Akintola University of Technology,NGA
4494,Lagos City Polytechnic,NGA
4495,Lagos State Polytechnic,NGA
4496,Lagos State University,NGA
4497,Landmark University,NGA
4498,Lead City University of Ibadan,NGA
4499,Madonna University,NGA
4500,Michael Okpara University of Agriculture,NGA
4501,Nasarawa State University Keffi,NGA
4502,National Open University of Nigeria,NGA
4503,Niger Delta University,NGA
4504,Nigerian Defence Academy,NGA
4505,Nigerian Turkish Nile University,NGA
4506,Nnamdi Azikiwe University,NGA
4507,Novena University,NGA
4508,Obafemi Awolowo University Ile-Ife,NGA
4509,Obong University,NGA
4510,Oduduwa University,NGA
4511,Olabisi Onabanjo University,NGA
4512,Ondo State University of Science and Technology,NGA
4513,Osun State University,NGA
4514,Pan-African University,NGA
4515,Paul University,NGA
4516,Polytechnic Ibadan,NGA
4517,Redeemers University,NGA
4518,Renaissance University,NGA
4519,Rivers State University of Science and Technology,NGA
4520,Salem University,NGA
4521,Sokoto State University,NGA
4522,Tai Solarin University of Education,NGA
4523,Tansian University,NGA
4524,Taraba State University,NGA
4525,The Achievers University,NGA
4526,The Federal Polytechnic Offa,NGA
4527,Umaru Musa Yar'Adua University,NGA
4528,University of Abuja,NGA
4529,University of Agriculture Abeokuta,NGA
4530,University of Agriculture Makurdi,NGA
4531,University of Benin,NGA
4532,University of Calabar,NGA
4533,University of Ilorin,NGA
4534,University of Jos,NGA
4535,University of Maiduguri,NGA
4536,University of Mkar,NGA
4537,University of Portharcourt,NGA
4538,University of Uyo,NGA
4539,Usmanu Danfodiyo University Sokoto,NGA
4540,Veritas University,NGA
4541,Wellspring University,NGA
4542,Wesley University of Science and Technology,NGA
4543,Western Delta University,NGA
4544,Yaba College of Technology,NGA
4545,Universidad Americana,NIC
4546,"Universidad Catolica ""Redemptoris Mater""",NIC
4547,Universidad Central de Nicaragua,NIC
4548,Universidad Centroamericana,NIC
4549,Universidad Centroamericana de Ciencias Empresariales (UCEM),NIC
4550,Universidad Ciencias Comerciales,NIC
4551,Universidad de las Américas (ULAM),NIC
4552,Universidad de las Regiones Autónomas de la Costa Caribe Nicaragüense,NIC
