ID,university names,country code,address
3331,Telugu University,IND,"Lalitha Kala Kshetram, Near Public Gardens, Nampally, Hyderabad, Telangana 500004, India"
3332,Tezpur University,IND,"Napaam, Tezpur, Assam 784028, India"
3333,Thapar Institute of Engineering and Technology,IND,"Adarsh Nagar, Prem Nagar, Patiala, Punjab 147004, India"
3334,The New College,IND,"New No. 147, Old No. 87, Peters Rd, Royapettah, Chennai, Tamil Nadu 600014, India"
3335,Thiagarajar College of Engineering,IND,"Thiruparankundram, Tamil Nadu 625015, India"
3336,Thiruvalluvar University,IND,"Serkadu, Tamil Nadu 632115, India"
3337,Tilak Maharashtra Vidyapeeth,IND,"Vidyapeeth Bhavan Opp. Katariya High School, Gultekdi, Pune, Maharashtra 411037, India"
3338,Tilka Manjhi Bhagalpur University,IND,"Ravindra Bhavan Rd, Sitanabad, Tatarpur, Bhagalpur, Bihar 812007, India"
3339,Tripura University,IND,"Suryamani Nagar, Bikramnagar, Tripura 799022, India"
3340,Tumkur University,IND,"Vishwavidyanilaya Karyalaya, B.H Road, Tumakuru, Karnataka 572103, India"
3341,University of Agricultural Sciences - Bangalore,IND,"Gandhi Krishi, Vignana Kendra, Bengaluru, Karnataka 560065, India"
3343,University of Burdwan,IND,"Burdwan Rajbati, Raiganj, Bardhaman, West Bengal 713104, India"
3344,University of Calicut,IND,"Tirur - Calicut Rd, Thenhipalam, Kerala 673635, India"
3345,University of Health Sciences Andhra Pradesh,IND,"Opposite Dental College,N.T.R University Back side, Gunadala, Vijayawada, Andhra Pradesh 520008, India"
3346,University of Hyderabad,IND,"CUC, Professor CR Rao Rd, P O, Central University, Gachibowli, Hyderabad, Telangana 500046, India"
3347,University of Jammu,IND,"University of, University of Jammu, Gujarbasti, Jammu, Jammu and Kashmir 180006"
3348,University of Kalyani,IND,"University Of Kalyani, Kalyani, West Bengal, India"
3349,University of Kashmir,IND,"Hazratbal, Srinagar, Jammu and Kashmir 190006"
3350,University of Kerala,IND,"University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695034, India"
3351,University of Kota,IND,"Swami Vivekananda Nagar Near Kabir Circle, MBS Marg, Academic Block Rd, Kota, Rajasthan 324005, India"
3352,University of Lucknow,IND,"Lucknow University Main Building, University Rd, Babuganj, Hasanganj, Lucknow, Uttar Pradesh 226007, India"
3353,University of Madras,IND,"Navalar Nagar, Chepauk, Triplicane, Chennai, Tamil Nadu 600005, India"
3354,University of Media Arts,IND,"Creative Arts Department, University Of Lagos, Brigade, Lagos, Nigeria"
3355,University of Mumbai,IND,"400098, University of Mumbai,Vidya Nagari, Kalina, Santacruz East, Mumbai, Maharashtra 400098, India"
3356,University of Music and Fine Arts,IND,"University Of Lagos, University Rd, University Of Lagos, Lagos, Nigeria"
3357,University of Mysore,IND,"K.G Koppal, Chamarajapuram Mohalla, Chamrajpura, Mysuru, Karnataka 570005, India"
3359,University of Pune,IND,"Ganeshkhind Rd, Ganeshkhind, Pune, Maharashtra 411007, India"
3360,University of Rajasthan,IND,"NH-11C, Delhi - Jaipur Expy, Shobha Nagar, Jaipur, Rajasthan 303121, India"
3361,University of Roorkee,IND,"Roorkee - Haridwar Highway, Roorkee, Uttarakhand 247667, India"
3362,Utkal University,IND,"Vani Vihar, Bhubaneswar, Odisha 751004, India"
3363,Uttarakhand Open University,IND,"Behind Transport Nagar, Teenpani Bye Pass Road, Haldwani, Uttarakhand 263139, India"
3364,Uttarakhand Technical University,IND,"Post Office , Girls Polytechnic Campus, Chakrata Road, Chandanwadi, Sudhowala, Dehradun, Uttarakhand 248007, India"
3365,Uttar Pradesh Technical University,IND,"Sector 11, Naya Khera, Jankipuram Vistar, Lucknow, Uttar Pradesh 226031, India"
3366,Vardhaman Mahaveer Open University,IND,"Vardhaman Mahaveer Open University, Akelgarh, Kota, Rajasthan 324010, India"
3367,VBS Purvanchal University,IND,"Shahganj Road, Siddikpur, Uttar Pradesh 222003, India"
3368,Veer Kunwar Singh University,IND,"Katira, Arrah, Bihar 802301, India"
3369,Veer Surendra Sai University of Technology,IND,"Burla, Odisha 768018, India"
3370,Vidyasagar University,IND,"Vidyasagar University Rd, Rangamati, Midnapore, West Bengal 721102, India"
3371,Vignan University,IND,"Guntur -Tenali Rd, Vadlamudi, Andhra Pradesh 522213, India"
3372,Vikrama Simhapuri University,IND,"Vikrama Simhapuri University, Andhra Pradesh 524320, India"
3373,Vikram University,IND,"University Road, Madhav Bhavan, Near Vikram Vatika, Ujjain, Madhya Pradesh 456010, India"
3374,Vinayaka Mission's Research Foundation-Deemed University,IND,"Sankari Main Rd, Ariyanur, Salem, Tamil Nadu 636308, India"
3375,Vinoba Bhave University,IND,"Vinoba Bhave University Rd, Sindoor, Hazaribagh, Jharkhand 825301, India"
3376,Visva-Bharati University,IND,"Bolpur, West Bengal 731235, India"
3377,Visvesvaraya National Institute of Technology,IND,"S Ambazari Rd, Ambazari, Nagpur, Maharashtra 440010, India"
3378,Visvesvaraya Technological University,IND,"VTU Main Rd, Jnana Sangama, Machhe, Belgaum, Karnataka 590018, India"
3379,West Bengal University of Animal and Fishery Sciences,IND,"37 & 68, Khudiram Bose Sarani, Block C, MIG Housing, Tala, Kolkata, West Bengal 700037, India"
3380,West Bengal University of Technology,IND,"BF 142, BF Block, Sector 1, Bidhannagar, Kolkata, West Bengal 700064, India"
3381,Yashawantrao Chavan Maharashtra Open University,IND,"Dnyangangotri Near Gangapur Dam, Govardhan, Nashik, Maharashtra 422222, India"
3382,Adiban Higher Education Institue,IRN,"Semnan Province, 44, Iran"
3383,Ahvaz University of Medical Sciences,IRN,"Khuzestan Province, Ahvaz, بلوار علوم پزشکی, Iran"
3384,Ahwaz Jondishapour University of Medical Sciences,IRN,"Khuzestan Province, Ahvaz, بلوار علوم پزشکی, Iran"
3385,Allameh Tabatabaie University,IRN,"Dehkadeh-ye-Olympic, Tehran, Tehran Province, Iran"
3386,Almustafa Open University,IRN,"Qom Province, Qom, Saheli St, Iran"
3387,Amirkabir College of Managmant & Technology,IRN,"استان تهران تهران منطقه ۶ استان تهران، ۴۲۴ خیابان حافظ، Rasht St, Iran"
3388,Arak University,IRN,"Markazi Province, Arak, Ali-Ebne-Abitaleb, Daneshjoo Boulevard, Iran"
3389,Arak University of Medical Sciences,IRN,"Markazi Province, Arak, Basij Square, Iran"
3390,Arak University of Technology,IRN,"استان مرکزی، اراک، خیابان, Daneshgah St, Iran"
3391,Ardabil University of Medical Sciences,IRN,"Ardabil, Ardabil Province, Iran"
3392,Art University,IRN,"Akoka, Lagos, Nigeria"
3393,Azzahra University,IRN,NaN
3394,Babol Noshirvani University of Technology,IRN,"Mazandaran Province, Babol, Shariati St, Iran"
3395,Babol University of Medical Sciences,IRN,"Babol, Mazandaran Province, Iran"
3396,Baghyatoolah Medical Sciences University,IRN,NaN
3398,Birjand University,IRN,"South Khorasan Province, Birjand, شهید آوینی - بلوار دانشگاه - پردیس دانشگاه بیرجند A78، انتهای بلوار، Iran"
3399,Birjand University of Medical Sciences,IRN,"Birjand, South Khorasan Province, Iran"
3400,Bu Ali Sina University,IRN,"District 2, Hamedan, Iran"
3401,Bushehr University of Medical Sciences,IRN,"Bushehr Province, Bandar Bushehr, Kuy-e-Bandar, Moallem St، Iran"
3402,Damghan University of Basic Sciences,IRN,"Semnan Province, Damghan, دانشگاه, Iran"
3403,Daneshestan Institute of Higher Education,IRN,NaN
3404,Delijan Payame Noor University,IRN,NaN
3405,Deylaman Institute of Higher Education,IRN,"Gilan Province, Gilan Province, Lahijan لاهیجان-میدان ابریشم- خیابان استخرمعین- بالاتر از کوچه یکم-پردیس مؤسسه آموزش عالی دیلمان, میدان ابریشم،، Iran"
3406,Fasa Faculty of Medical Sciences,IRN,NaN
3407,Golestan University of Medical Sciences,IRN,"Golestan Province, Iran"
3408,Gonabad University of Medical Sciences,IRN,"Gonabad, Razavi Khorasan Province, Iran"
3409,Gorgan University of Agricultural Sciences and Natural Resources,IRN,"Golestan Province, Gorgan, Shahid Beheshti, Iran"
3410,Guilan University,IRN,"Rasht, Gilan Province, Iran"
3411,Guilan University of Medical Sciences,IRN,"Gilan Province, Fouman - Saravan Rd., Iran"
3412,Hamadan University of Medical Sciences,IRN,"Daneshgah-e-Bu Ali Sina, Hamedan, Hamadan Province, Iran"
3413,Hormozgan University of Medical Sciences,IRN,"بندرعباس بلوار شهید چمران دانشگاه علوم پزشکی و خدمات بهداشتی درمانی هرمزگان, Iran"
3414,Hyrcania Institute of Higher Education,IRN,NaN
3415,Ilam University,IRN,"Ilam, Ilam Province, Iran"
3416,Ilam University of Medical Sciences,IRN,"Ilam Province, Medical University, Iran"
3417,Imam Khomeini International University,IRN,"Qazvin Province, Qazvin, District 3, Imam Khomeini International University Blvd، Persian Gulf Ave, 34149 16818, Iran"
3418,Imam Reza University,IRN,"Razavi Khorasan Province, Mashhad, Sanabaad, Daneshgah Avenue, Iran"
3419,Imam Sadiq University,IRN,"Tehran, 14659 43681Tehran Province, Iran"
3420,Iranian Academy of Persian Language and Literature,IRN,NaN
3421,Iran University of Medical Sciences,IRN,"Tehran Hemat Highway next to Milad Tower 14496، 14535, Iran"
3422,Iran University of Science and Technology Tehran,IRN,"Tehran, Tehran Province, Iran"
3423,Isfahan University,IRN,"Isfahan Province, Khomeyni Shahr, Daneshgah e Sanati Hwy, Iran"
3424,Isfahan University of Medical Sciences,IRN,"Isfahan Province, Isfahan, خیابان هزارجریب، Iran"
3425,Islamic Azad University - Ahar,IRN,"East Azerbaijan Province, Iran"
3477,Jahrom University of Medical Sciences,IRN,"Fars Province, Jahrom, Shahid Motahhari Blvd, Jahrom University of Medical Science, Iran"
3478,Jami Institute of Technology,IRN,NaN
3479,Kamalolmolk Art & Architecture Higher Education Institute of Noshahr,IRN,NaN
3480,Kar University,IRN,"Qazvin Province, Alvand, Sohrevardi Blvd., Iran"
3481,Kashan University,IRN,"Isfahan Province, راوند، Qotb-e Ravandi Blvd, Iran"
3482,Kashan University of Medical Sciences,IRN,"Isfahan Province, Kashan, ‫حکمت ۵۶، Iran"
3483,Kerman Graduate University of Technology,IRN,"Kerman Province, End of Haft Bagh-e-Alavi Highway Knowledge Paradise، Iran"
3484,Kermanshah University of Medical Sciences,IRN,"Kermanshah Province, Kermanshah, Beheshti Blvd, Iran"
3485,Kermanshah University of Technology,IRN,"Kermanshah Province, Kermanshah, Imam Khomeyni Highway, Iran"
3486,Kerman University of Medical Sciences,IRN,"Kerman, Kerman Province, Iran"
3487,Khomeinishahr Payame Noor University,IRN,"Isfahan Province, Khomeyni Shahr, west Behesht blvd, Iran"
3488,K.N.Toosi University of Technology,IRN,"Tehran Province, Tehran, Mirdamad Blvd, No. 470, Iran"
3489,Kurdistan University of Medical Sciences,IRN,"Sanandaj, Kurdistan Province, Iran"
3490,Lorestan University,IRN,"Lorestan Province, Khorramabad, Unnamed Road, Iran"
3491,Lorestan University of Medical Sciences,IRN,"Lorestan Province, Khorramabad, A81, Iran"
3492,Malayer University,IRN,"Hamadan Province, Malayer, Arak - Malayer Hwy, Iran"
3493,Malekan Payame Nour University,IRN,"East Azerbaijan Province, Malekan, کمربندی, Malekan PayameNour University, Iran"
3494,Mamasani University of Technology,IRN,NaN
3495,Mashhad University of Medical Sciences,IRN,"Mashhad, Razavi Khorasan Province, Iran"
3496,Mazandaran University of Iran,IRN,"Mazandaran Province, Babolsar, Pasdaran Street، Iran"
3497,Mazandaran University of Medical Science,IRN,"Mazandaran Province, Sari, Farah Abad Road, Iran"
3498,Mazandaran University of Science & Technology,IRN,"Mazandaran Province, Babol, Danesh 5, No. Sheykh Tabarasi, Iran"
3499,Mofid University,IRN,Qom Mofid Square، خیابان شهید صدوقی، Iran
3500,Mustafa International University,IRN,"Qom Province, Qom, Moallem, Iran"
